證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
0050,元大台灣50,"6,903,171","8,921","821,124,932",119.10,119.45,118.45,119.00,<p style= color:red>+</p>,0.70,118.95,196,119.00,393,0.00
0051,元大中型100,"29,337",190,"1,584,697",53.85,54.15,53.85,54.15,<p style= color:red>+</p>,0.45,54.05,45,54.20,3,0.00
0052,富邦科技,"457,418",494,"47,849,437",105.05,105.30,104.10,105.05,<p style= color:red>+</p>,0.85,105.05,20,105.10,1,0.00
0053,元大電子,"25,293","1,012","1,467,013",58.05,58.05,57.95,58.00,<p style= color:red>+</p>,0.50,58.20,14,58.45,25,0.00
0055,元大MSCI金融,"373,503",255,"8,363,243",22.43,22.43,22.34,22.40,<p style= color:red>+</p>,0.04,22.38,4,22.40,161,0.00
0056,元大高股息,"16,136,394","10,764","430,082,824",26.60,26.68,26.59,26.67,<p style= color:red>+</p>,0.13,26.67,7,26.68,243,0.00
0057,富邦摩台,"6,024",886,"518,775",86.20,86.40,86.00,86.40,<p style= color:red>+</p>,0.40,86.45,20,86.80,20,0.00
0061,元大寶滬深,"194,914","1,014","3,878,668",20.00,20.00,19.80,19.99,<p style= color:red>+</p>,0.03,19.90,5,19.99,66,0.00
006203,元大MSCI台灣,"5,263",821,"300,663",57.40,57.40,57.20,57.20,<p style= color:red>+</p>,0.40,57.15,1,57.40,1,0.00
006204,永豐臺灣加權,"25,184",850,"1,931,902",76.55,76.75,76.55,76.75,<p style= color:red>+</p>,0.25,76.75,10,77.00,1,0.00
006205,富邦上証,"2,215,879",782,"73,921,700",33.58,33.59,33.21,33.34,<p style= color:green>-</p>,0.24,33.34,197,33.35,3,0.00
006206,元大上證50,"86,431","1,085","2,774,340",32.18,32.39,31.89,32.09,<p style= color:green>-</p>,0.12,32.03,33,32.11,2,0.00
006207,FH滬深,"319,259",23,"8,364,248",26.22,26.35,26.04,26.18,<p style= color:green>-</p>,0.02,26.18,46,26.26,143,0.00
006208,富邦台50,"2,324,732","4,054","160,014,092",68.80,69.10,68.55,68.95,<p style= color:red>+</p>,0.35,68.90,25,68.95,20,0.00
00625K,富邦上証+R,0,0,0,--,--,--,--,<p> </p>,0.00,7.45,5,7.50,5,0.00
00631L,元大台灣50正2,"2,696,879","1,557","297,143,774",110.45,110.65,109.30,110.55,<p style= color:red>+</p>,1.25,110.55,3,110.60,2,0.00
00632R,元大台灣50反1,"109,589,195","4,854","594,109,239",5.41,5.45,5.40,5.42,<p style= color:green>-</p>,0.02,5.41,"11,399",5.42,"24,274",0.00
00633L,富邦上証正2,"12,847,781","2,446","560,796,363",44.17,44.17,43.00,43.62,<p style= color:green>-</p>,0.52,43.62,353,43.63,12,0.00
00634R,富邦上証反1,"944,000",98,"3,959,560",4.17,4.23,4.17,4.21,<p style= color:red>+</p>,0.03,4.20,131,4.21,166,0.00
00635U,期元大S&P黃金,"586,199",177,"14,467,500",24.67,24.70,24.64,24.66,<p style= color:red>+</p>,0.06,24.66,46,24.67,19,0.00
00636,國泰中國A50,"1,212,911",837,"27,792,170",23.03,23.07,22.77,22.98,<p style= color:green>-</p>,0.05,22.98,17,23.00,164,0.00
00636K,國泰中國A50+U,200,2,"1,526",7.63,7.63,7.63,7.63,<p style= color:green>-</p>,0.03,7.62,1,7.68,1,0.00
00637L,元大滬深300正2,"60,073,943","8,798","1,034,127,542",17.37,17.42,16.96,17.22,<p style= color:green>-</p>,0.15,17.22,"1,255",17.23,30,0.00
00638R,元大滬深300反1,"426,000",83,"3,742,890",8.76,8.84,8.74,8.80,<p style= color:red>+</p>,0.04,8.79,9,8.80,535,0.00
00639,富邦深100,"892,523",219,"12,346,705",13.86,13.91,13.77,13.87,<p style= color:red>+</p>,0.04,13.87,7,13.88,41,0.00
00640L,富邦日本正2,"343,356",48,"10,087,717",29.42,29.50,29.14,29.14,<p style= color:green>-</p>,0.14,29.10,2,29.14,2,0.00
00641R,富邦日本反1,"407,015",67,"3,848,342",9.45,9.51,9.44,9.48,<p style= color:green>-</p>,0.04,9.48,104,9.50,10,0.00
00642U,期元大S&P石油,"1,887,600",824,"31,600,053",16.72,16.77,16.70,16.73,<p style= color:red>+</p>,0.30,16.72,9,16.73,447,0.00
00643,群益深証中小,"374,176",66,"5,958,111",15.83,16.00,15.82,15.97,<p style= color:red>+</p>,0.15,15.97,9,15.98,2,0.00
00643K,群益深証中小+R,0,0,0,--,--,--,--,<p> </p>,0.00,3.59,2,3.65,1,0.00
00645,富邦日本,"59,231","1,021","1,558,225",26.43,26.43,26.19,26.25,<p style= color:green>-</p>,0.17,26.23,3,26.26,1,0.00
00646,元大S&P500,"404,241",364,"15,239,410",37.73,37.75,37.67,37.67,<p style= color:red>+</p>,0.36,37.66,63,37.68,1,0.00
00647L,元大S&P500正2,"142,393",79,"7,769,396",54.60,54.65,54.45,54.65,<p style= color:red>+</p>,1.30,54.55,51,54.65,158,0.00
00648R,元大S&P500反1,"1,846,000",320,"13,157,670",7.14,7.14,7.12,7.14,<p style= color:green>-</p>,0.08,7.13,93,7.14,"2,652",0.00
00650L,FH香港正2,"7,119,190",950,"115,949,159",16.32,16.41,16.06,16.30,<p style= color:red>+</p>,0.11,16.30,140,16.31,184,0.00
00651R,FH香港反1,"1,494,000",126,"11,486,810",7.71,7.75,7.62,7.68,<p style= color:green>-</p>,0.03,7.67,160,7.68,23,0.00
00652,富邦印度,"764,267",999,"22,172,464",28.93,29.15,28.93,29.04,<p style= color:red>+</p>,0.11,29.03,44,29.05,2,0.00
00653L,富邦印度正2,"957,208",326,"41,161,561",42.90,43.25,42.75,43.22,<p style= color:red>+</p>,0.99,43.22,1,43.24,3,0.00
00654R,富邦印度反1,"434,030",42,"3,469,690",8.02,8.02,7.98,7.98,<p style= color:green>-</p>,0.12,7.98,50,8.00,103,0.00
00655L,國泰中國A50正2,"2,795,941",656,"86,625,437",31.26,31.34,30.51,30.99,<p style= color:green>-</p>,0.27,30.99,384,31.00,3,0.00
00656R,國泰中國A50反1,"384,000",18,"3,023,540",7.85,7.93,7.85,7.89,<p style= color:red>+</p>,0.03,7.89,10,7.90,450,0.00
00657,國泰日經225,"103,000",5,"3,357,690",32.60,32.60,32.50,32.50,<p style= color:green>-</p>,0.18,32.50,29,32.58,8,0.00
00657K,國泰日經225+U,200,2,"2,170",10.85,10.85,10.85,10.85,<p style= color:green>-</p>,0.02,10.81,1,10.86,1,0.00
00660,元大歐洲50,"5,156","1,000","157,574",30.70,30.70,30.69,30.69,<p style= color:red>+</p>,0.28,30.58,20,30.68,1,0.00
00661,元大日經225,"2,000",2,"69,740",34.90,34.90,34.84,34.84,<p>X</p>,0.00,34.69,10,34.81,1,0.00
00662,富邦NASDAQ,"1,233,129",414,"57,240,528",46.56,46.56,46.39,46.39,<p style= color:red>+</p>,0.49,46.39,2,46.40,41,0.00
00663L,國泰臺灣加權正2,"334,000",46,"33,674,150",101.30,101.50,100.55,101.40,<p style= color:red>+</p>,1.10,101.40,96,101.55,110,0.00
00664R,國泰臺灣加權反1,"6,694,742",298,"41,064,226",6.13,6.15,6.12,6.12,<p style= color:green>-</p>,0.03,6.12,387,6.13,"3,600",0.00
00665L,富邦恒生國企正2,"20,356,093","1,941","210,177,174",10.30,10.46,10.17,10.39,<p style= color:red>+</p>,0.19,10.38,3,10.39,41,0.00
00666R,富邦恒生國企反1,"412,000",58,"5,441,200",13.23,13.32,13.15,13.18,<p style= color:green>-</p>,0.16,13.17,1,13.18,90,0.00
00668,國泰美國道瓊,"16,307",965,"603,451",37.07,37.11,37.04,37.04,<p style= color:red>+</p>,0.30,37.07,1,37.10,53,0.00
00668K,國泰美國道瓊+U,200,2,"2,470",12.35,12.35,12.35,12.35,<p style= color:red>+</p>,0.12,12.33,1,12.37,1,0.00
00669R,國泰美國道瓊反1,"9,721,097",821,"75,953,966",7.82,7.82,7.80,7.82,<p style= color:green>-</p>,0.07,7.81,"1,353",7.82,"3,535",0.00
00670L,富邦NASDAQ正2,"3,030,491","1,073","175,243,868",57.70,58.05,57.65,58.00,<p style= color:red>+</p>,1.50,57.95,42,58.00,248,0.00
00671R,富邦NASDAQ反1,"14,613,607",770,"88,404,804",6.05,6.06,6.04,6.05,<p style= color:green>-</p>,0.08,6.04,"2,822",6.05,286,0.00
00673R,期元大S&P原油反1,"16,991,430","1,795","146,853,849",8.65,8.67,8.62,8.66,<p style= color:green>-</p>,0.14,8.65,566,8.66,731,0.00
00674R,期元大S&P黃金反1,"741,020",95,"9,062,669",12.23,12.25,12.22,12.23,<p style= color:green>-</p>,0.05,12.23,1,12.24,259,0.00
00675L,富邦臺灣加權正2,"1,368,310",474,"60,058,240",44.07,44.18,43.64,44.13,<p style= color:red>+</p>,0.49,44.13,187,44.14,1,0.00
00676R,富邦臺灣加權反1,"5,444,039",250,"18,369,804",3.37,3.38,3.36,3.37,<p style= color:green>-</p>,0.01,3.36,"3,443",3.37,841,0.00
00678,群益NBI生技,"372,227",976,"9,764,822",26.35,26.35,26.20,26.20,<p style= color:red>+</p>,0.05,26.20,25,26.25,15,0.00
00680L,元大美債20正2,"5,288,310",747,"65,620,589",12.41,12.44,12.37,12.42,<p style= color:red>+</p>,0.11,12.41,218,12.42,350,0.00
00681R,元大美債20反1,"53,000",15,"931,780",17.59,17.62,17.56,17.60,<p style= color:green>-</p>,0.09,17.59,1,17.60,5,0.00
00682U,期元大美元指數,"190,620",134,"3,866,427",20.29,20.30,20.27,20.27,<p style= color:green>-</p>,0.07,20.28,1,20.29,6,0.00
00683L,期元大美元指正2,"1,195,543",290,"25,147,450",21.02,21.07,20.95,21.04,<p style= color:green>-</p>,0.04,21.03,33,21.04,47,0.00
00684R,期元大美元指反1,"9,000",9,"145,980",16.22,16.22,16.22,16.22,<p style= color:red>+</p>,0.05,16.22,1,16.28,1,0.00
00685L,群益臺灣加權正2,"112,600",74,"4,395,079",39.08,39.21,38.80,39.12,<p style= color:red>+</p>,0.41,39.12,9,39.21,5,0.00
00686R,群益臺灣加權反1,"285,000",16,"1,042,540",3.65,3.68,3.65,3.66,<p style= color:green>-</p>,0.01,3.65,135,3.66,200,0.00
00688L,國泰20年美債正2,"417,000",99,"5,126,190",12.27,12.32,12.26,12.29,<p style= color:red>+</p>,0.09,12.28,5,12.29,118,0.00
00689R,國泰20年美債反1,"533,000",9,"9,706,020",18.21,18.22,18.21,18.22,<p style= color:green>-</p>,0.09,18.21,10,18.23,311,0.00
00690,兆豐藍籌30,"252,010",654,"6,829,173",27.02,27.39,27.01,27.21,<p style= color:red>+</p>,0.20,27.21,11,27.22,1,0.00
00692,富邦公司治理,"1,917,436","1,444","56,198,481",29.34,29.40,29.21,29.38,<p style= color:red>+</p>,0.18,29.38,21,29.39,79,0.00
00693U,期街口S&P黃豆,"108,137",28,"2,941,990",27.21,27.27,27.17,27.17,<p style= color:red>+</p>,0.01,27.17,4,27.20,2,0.00
00700,富邦恒生國企,"348,882",953,"4,932,063",14.09,14.22,14.05,14.20,<p style= color:red>+</p>,0.11,14.17,20,14.20,40,0.00
00701,國泰股利精選30,"1,328,596","1,155","29,372,029",22.13,22.17,22.07,22.15,<p style= color:red>+</p>,0.03,22.13,19,22.17,2,0.00
00702,國泰標普低波高息,"116,354",987,"2,522,828",21.67,21.74,21.67,21.74,<p style= color:red>+</p>,0.33,21.69,1,21.72,10,0.00
00703,台新MSCI中國,"27,986",989,"495,917",17.67,17.76,17.67,17.75,<p style= color:red>+</p>,0.22,17.73,3,17.75,19,0.00
00706L,期元大S&P日圓正2,"1,256,980",204,"13,224,872",10.55,10.55,10.49,10.50,<p> </p>,0.00,10.49,91,10.50,313,0.00
00707R,期元大S&P日圓反1,"22,000",8,"513,520",23.29,23.38,23.29,23.38,<p>X</p>,0.00,23.35,26,23.38,7,0.00
00708L,期元大S&P黃金正2,"293,676",124,"8,024,052",27.34,27.37,27.26,27.29,<p style= color:red>+</p>,0.16,27.29,126,27.30,16,0.00
00709,富邦歐洲,"71,996","1,032","1,714,779",23.84,23.85,23.81,23.84,<p style= color:red>+</p>,0.06,23.81,4,23.84,7,0.00
00710B,FH彭博非投等債,"198,186",77,"3,511,506",17.71,17.73,17.70,17.73,<p style= color:red>+</p>,0.01,17.72,40,17.73,10,0.00
00711B,FH彭博新興債,"28,191","1,010","456,178",16.20,16.20,16.18,16.20,<p> </p>,0.00,16.19,9,16.20,39,0.00
00712,FH富時不動產,"4,408,835","1,484","47,963,545",10.88,10.92,10.85,10.89,<p style= color:red>+</p>,0.19,10.89,80,10.90,314,0.00
00713,元大台灣高息低波,"4,203,772","1,989","159,687,426",38.00,38.07,37.94,38.06,<p style= color:red>+</p>,0.11,38.05,2,38.06,7,0.00
00714,群益道瓊美國地產,"367,041",228,"7,192,736",19.56,19.62,19.56,19.61,<p style= color:red>+</p>,0.34,19.60,3,19.61,10,0.00
00715L,期街口布蘭特正2,"14,725,998","2,148","223,934,439",15.20,15.27,15.14,15.19,<p style= color:red>+</p>,0.44,15.19,50,15.20,721,0.00
00717,富邦美國特別股,"374,360",955,"5,727,434",15.30,15.32,15.27,15.31,<p style= color:red>+</p>,0.05,15.30,75,15.31,21,0.00
00728,第一金工業30,"3,477,697",843,"79,797,981",22.95,23.00,22.89,22.97,<p>X</p>,0.00,22.96,126,22.97,62,0.00
00730,富邦臺灣優質高息,"287,949",266,"5,215,031",17.95,18.16,17.95,18.16,<p style= color:red>+</p>,0.22,18.16,4,18.17,11,0.00
00731,FH富時高息低波,"1,035,935",192,"56,980,924",54.90,55.15,54.80,55.10,<p style= color:red>+</p>,0.20,55.10,98,55.15,3,0.00
00732,國泰RMB短期報酬,"100,000",4,"4,101,000",41.01,41.01,41.01,41.01,<p style= color:red>+</p>,0.03,40.95,16,41.04,17,0.00
00733,富邦臺灣中小,"236,494",193,"8,372,004",35.29,35.50,35.15,35.34,<p style= color:red>+</p>,0.13,35.33,3,35.34,1,0.00
00735,國泰臺韓科技,"106,997","1,002","2,815,436",26.25,26.37,26.25,26.34,<p style= color:red>+</p>,0.09,26.34,24,26.37,1,0.00
00736,國泰新興市場,"103,397","1,003","2,083,362",20.16,20.20,20.16,20.20,<p style= color:red>+</p>,0.09,20.12,1,20.23,10,0.00
00737,國泰AI+Robo,"87,086",934,"2,313,354",26.55,26.61,26.54,26.61,<p style= color:red>+</p>,0.51,26.58,50,26.59,1,0.00
00738U,期元大道瓊白銀,"643,220",100,"15,138,454",23.53,23.58,23.48,23.58,<p style= color:red>+</p>,0.07,23.53,10,23.58,2,0.00
00739,元大MSCI A股,"18,035","1,000","442,790",24.73,24.73,24.48,24.53,<p style= color:green>-</p>,0.07,24.53,37,24.64,8,0.00
00752,中信中國50,"1,914,039",664,"38,945,739",20.21,20.45,20.18,20.37,<p style= color:red>+</p>,0.19,20.37,117,20.38,1,0.00
00753L,中信中國50正2,"11,796,858","2,041","161,281,635",13.68,13.81,13.47,13.76,<p style= color:red>+</p>,0.22,13.74,14,13.76,69,0.00
00757,統一FANG+,"644,852",436,"24,581,106",38.10,38.21,38.07,38.12,<p style= color:red>+</p>,0.60,38.12,5,38.13,15,0.00
00762,元大全球AI,"139,326",144,"4,658,788",33.50,33.50,33.41,33.48,<p style= color:red>+</p>,0.46,33.45,1,33.49,2,0.00
00763U,期街口道瓊銅,"41,000",9,"1,092,690",26.65,26.68,26.62,26.67,<p style= color:red>+</p>,0.27,26.62,1,26.67,48,0.00
00770,國泰北美科技,"858,610","1,019","22,711,012",26.50,26.55,26.39,26.48,<p style= color:red>+</p>,0.33,26.48,6,26.49,96,0.00
00771,元大US高息特別股,"96,576","1,032","1,654,983",17.10,17.17,17.09,17.13,<p style= color:red>+</p>,0.15,17.13,9,17.14,1,0.00
00774B,新光中國政金綠債,"2,000",2,"81,980",40.99,40.99,40.99,40.99,<p style= color:red>+</p>,0.04,40.88,50,41.07,1,0.00
00774C,新光中政金綠債+R,0,0,0,--,--,--,--,<p> </p>,0.00,9.13,2,9.23,2,0.00
00775B,新光投等債15+,"66,783",714,"2,317,442",34.70,34.71,34.70,34.71,<p style= color:red>+</p>,0.21,34.47,5,34.60,1,0.00
00783,富邦中証500,"264,000",14,"5,698,480",21.57,21.64,21.54,21.62,<p style= color:red>+</p>,0.13,21.62,48,21.69,10,0.00
00830,國泰費城半導體,"4,815,948","1,833","121,783,407",25.28,25.33,25.21,25.33,<p style= color:red>+</p>,0.45,25.32,52,25.33,"1,721",0.00
00850,元大臺灣ESG永續,"418,245",564,"12,747,997",30.50,30.55,30.38,30.54,<p style= color:red>+</p>,0.17,30.53,51,30.54,34,0.00
00851,台新全球AI,"21,162",990,"529,264",25.03,25.10,25.03,25.10,<p style= color:red>+</p>,0.37,25.04,40,25.10,13,0.00
00852L,國泰美國道瓊正2,"363,200",112,"7,182,312",19.76,19.80,19.75,19.78,<p style= color:red>+</p>,0.32,19.78,6,19.79,557,0.00
00861,元大全球未來通訊,"842,805",316,"23,548,347",27.89,27.98,27.88,27.98,<p style= color:red>+</p>,0.35,27.94,13,27.98,70,0.00
00865B,國泰US短期公債,"143,404",420,"5,659,326",39.55,39.55,39.44,39.48,<p> </p>,0.00,39.43,61,39.45,1,0.00
00875,國泰網路資安,"294,713",100,"7,387,566",25.10,25.10,25.05,25.05,<p style= color:red>+</p>,0.19,25.05,36,25.07,55,0.00
00876,元大全球5G,"1,127,064",422,"30,149,224",26.62,26.80,26.60,26.77,<p style= color:red>+</p>,0.31,26.72,25,26.77,52,0.00
00878,國泰永續高股息,"45,945,962","19,818","778,046,499",16.95,17.00,16.89,17.00,<p style= color:red>+</p>,0.12,16.99,490,17.00,"2,174",0.00
00881,國泰台灣5G+,"9,169,667","2,667","133,961,100",14.60,14.65,14.56,14.64,<p style= color:red>+</p>,0.11,14.64,205,14.65,645,0.00
00882,中信中國高股息,"9,864,118","3,567","121,771,866",12.34,12.46,12.29,12.37,<p style= color:red>+</p>,0.03,12.36,379,12.37,"1,123",0.00
00885,富邦越南,"22,310,860","4,369","264,991,781",11.89,11.95,11.78,11.81,<p style= color:red>+</p>,0.06,11.81,384,11.82,195,0.00
00891,中信關鍵半導體,"4,571,048","1,665","57,578,449",12.60,12.65,12.53,12.63,<p style= color:red>+</p>,0.10,12.63,176,12.64,243,0.00
00892,富邦台灣半導體,"4,985,978","1,020","57,142,614",11.47,11.52,11.41,11.49,<p style= color:red>+</p>,0.10,11.49,162,11.50,421,0.00
00893,國泰智能電動車,"25,534,766","5,097","326,242,883",12.76,12.81,12.73,12.80,<p style= color:red>+</p>,0.30,12.79,"1,049",12.80,657,0.00
00894,中信小資高價30,"855,259",341,"10,860,074",12.66,12.75,12.66,12.75,<p style= color:red>+</p>,0.16,12.74,172,12.75,40,0.00
00895,富邦未來車,"4,332,478","1,072","58,725,848",13.58,13.58,13.53,13.57,<p style= color:red>+</p>,0.24,13.56,4,13.57,60,0.00
00896,中信綠能及電動車,"1,657,852",659,"23,008,607",13.90,13.91,13.83,13.91,<p style= color:red>+</p>,0.09,13.91,192,13.92,23,0.00
00897,富邦基因免疫生技,"1,256,860",219,"10,712,647",8.53,8.54,8.51,8.53,<p style= color:red>+</p>,0.07,8.52,235,8.54,224,0.00
00898,國泰基因免疫革命,"688,960",194,"5,239,217",7.59,7.62,7.59,7.61,<p style= color:red>+</p>,0.15,7.61,109,7.62,107,0.00
00899,FT潔淨能源,"99,074",135,"2,292,108",23.17,23.17,23.06,23.08,<p style= color:red>+</p>,0.34,23.07,5,23.08,29,0.00
00900,富邦特選高股息30,"9,537,764","3,555","105,732,223",11.04,11.11,11.04,11.10,<p style= color:red>+</p>,0.10,11.10,540,11.11,244,0.00
00901,永豐智能車供應鏈,"488,351",241,"6,123,290",12.54,12.58,12.49,12.57,<p style= color:red>+</p>,0.12,12.56,131,12.57,1,0.00
00902,中信電池及儲能,"7,807,156","2,063","109,166,042",13.88,14.05,13.88,13.98,<p style= color:red>+</p>,0.16,13.97,227,13.98,149,0.00
00903,富邦元宇宙,"5,792,220",649,"52,877,165",9.17,9.20,9.10,9.13,<p style= color:red>+</p>,0.05,9.13,427,9.14,280,0.00
00904,新光臺灣半導體30,"756,968",237,"8,962,251",11.86,11.87,11.80,11.85,<p>X</p>,0.00,11.85,33,11.86,6,0.00
00905,FT臺灣Smart,"19,818,431","5,330","175,798,596",9.00,9.00,8.82,8.87,<p>X</p>,0.00,8.86,246,8.87,672,0.00
00906,大華元宇宙科技50,"18,100",12,"176,859",9.76,9.78,9.76,9.77,<p style= color:red>+</p>,0.07,9.76,11,9.80,1,0.00
00907,永豐優息存股,"1,074,774",728,"15,931,459",14.87,14.87,14.77,14.87,<p style= color:red>+</p>,0.01,14.86,24,14.87,16,0.00
00908,富邦入息REITs+,"932,242",111,"12,971,568",13.91,13.94,13.90,13.91,<p style= color:red>+</p>,0.03,13.90,403,13.91,39,0.00
00909,國泰數位支付服務,"885,665",225,"15,241,762",17.21,17.23,17.17,17.21,<p style= color:red>+</p>,0.31,17.21,114,17.22,16,0.00
00910,第一金太空衛星,"309,225",50,"4,942,820",15.86,16.00,15.86,15.97,<p style= color:red>+</p>,0.17,15.99,10,16.00,29,0.00
00911,兆豐洲際半導體,"154,142",13,"2,483,042",15.96,16.14,15.96,16.12,<p style= color:red>+</p>,0.25,16.04,10,16.12,11,0.00
00912,中信臺灣智慧50,"810,505",232,"11,864,360",14.60,14.68,14.60,14.66,<p style= color:red>+</p>,0.10,14.65,361,14.66,4,0.00
00913,兆豐台灣晶圓製造,"12,037",14,"194,670",16.25,16.25,16.16,16.19,<p style= color:red>+</p>,0.18,16.19,39,16.20,1,0.00
00915,凱基優選高股息30,"621,771",292,"9,829,519",15.80,15.84,15.75,15.84,<p style= color:red>+</p>,0.12,15.84,39,15.85,52,0.00
00916,國泰全球品牌50,"726,851",354,"10,823,753",14.86,14.93,14.85,14.92,<p style= color:red>+</p>,0.14,14.91,2,14.92,17,0.00
00917,中信特選金融,"558,908",180,"8,799,381",15.72,15.75,15.72,15.75,<p style= color:red>+</p>,0.08,15.74,5,15.75,153,0.00
00918,大華優利高填息30,"392,968",55,"6,235,359",15.76,15.90,15.76,15.90,<p style= color:red>+</p>,0.14,15.90,2,15.91,1,0.00
00919,群益台灣精選高息,"2,324,612",874,"40,405,642",17.30,17.44,17.27,17.44,<p style= color:red>+</p>,0.22,17.43,6,17.44,10,0.00
00920,富邦ESG綠色電力,"1,778,330",170,"29,496,356",16.56,16.60,16.56,16.59,<p style= color:red>+</p>,0.26,16.59,2,16.60,377,0.00
00921,兆豐龍頭等權重,"2,705,059",409,"40,834,106",15.10,15.11,15.07,15.11,<p style= color:red>+</p>,0.05,15.11,36,15.12,42,0.00
01001T,土銀富邦R1,"44,070",11,"691,750",15.80,15.95,15.40,15.95,<p style= color:red>+</p>,0.05,15.60,13,15.95,20,0.00
01002T,土銀國泰R1,"1,989,300",46,"35,669,396",17.94,17.94,17.92,17.93,<p style= color:red>+</p>,0.01,17.92,295,17.93,28,0.00
01003T,兆豐新光R1,"13,000",13,"267,480",20.60,20.60,20.54,20.54,<p style= color:green>-</p>,0.01,20.54,1,20.55,2,0.00
01004T,土銀富邦R2,"51,000",8,"765,280",15.00,15.28,15.00,15.28,<p style= color:red>+</p>,0.18,15.00,5,15.28,1,0.00
01007T,兆豐國泰R2,"765,063",15,"13,666,047",17.88,17.88,17.86,17.86,<p style= color:green>-</p>,0.01,17.85,22,17.86,7,0.00
01009T,王道圓滿R1,"15,000",4,"125,370",8.36,8.38,8.35,8.38,<p style= color:red>+</p>,0.01,8.35,6,8.40,2,0.00
01010T,京城樂富R1,"20,130",8,"203,449",10.11,10.11,10.10,10.10,<p style= color:green>-</p>,0.05,10.05,5,10.11,9,0.00
020000,富邦特選蘋果N,"2,000",1,"13,660",6.83,6.83,6.83,6.83,<p> </p>,0.00,6.87,10,6.88,10,0.00
020002,元富新中國N,"2,000",2,"28,390",14.16,14.23,14.16,14.23,<p>X</p>,0.00,14.21,499,14.23,355,0.00
020007,凱基臺灣500N,0,0,0,--,--,--,--,<p> </p>,0.00,31.59,202,31.64,218,0.00
020011,統一微波高息20N,0,0,0,--,--,--,--,<p> </p>,0.00,7.00,447,7.01,293,0.00
020012,富邦行動通訊N,0,0,0,--,--,--,--,<p> </p>,0.00,6.45,10,6.46,10,0.00
020015,統一MSCI美低波N,0,0,0,--,--,--,--,<p> </p>,0.00,14.56,397,14.58,318,0.00
020016,統一MSCI美科技N,"2,000",2,"33,590",16.78,16.81,16.78,16.81,<p>X</p>,0.00,16.80,432,16.82,313,0.00
020018,統一價值成長30N,"1,000",1,"15,180",15.18,15.18,15.18,15.18,<p style= color:red>+</p>,0.13,15.22,373,15.23,293,0.00
020019,統一特選台灣5GN,"1,000",1,"12,550",12.55,12.55,12.55,12.55,<p style= color:red>+</p>,0.05,12.57,368,12.58,274,0.00
02001L,富邦蘋果正二N,"60,000",8,"569,720",9.47,9.53,9.47,9.53,<p style= color:red>+</p>,0.23,9.53,10,9.55,10,0.00
02001R,富邦蘋果反一N,"10,000",3,"28,900",2.89,2.89,2.89,2.89,<p style= color:green>-</p>,0.01,2.88,25,2.89,1,0.00
02001S,策元大加權策略N,"7,000",2,"35,340",5.05,5.05,5.04,5.04,<p style= color:red>+</p>,0.02,5.04,499,5.05,499,0.00
020020,元大台股領航N,"47,000",14,"310,630",6.63,6.63,6.60,6.62,<p style= color:red>+</p>,0.03,6.62,499,6.63,499,0.00
020022,元大電動車N,"707,000",115,"3,740,700",5.27,5.31,5.27,5.30,<p style= color:red>+</p>,0.05,5.30,491,5.31,549,0.00
020028,元大特選電動車N,"380,000",66,"1,938,290",5.07,5.11,5.07,5.11,<p style= color:red>+</p>,0.04,5.11,499,5.12,534,0.00
020029,元大ESG高股息N,"94,000",26,"441,150",4.68,4.70,4.68,4.69,<p style= color:red>+</p>,0.02,4.69,499,4.70,501,0.00
020030,統一智慧電動車N,"177,000",24,"728,250",4.10,4.13,4.10,4.12,<p style= color:red>+</p>,0.04,4.12,430,4.13,267,0.00
020031,統一IC設計臺灣N,"338,000",26,"1,294,160",3.82,3.85,3.81,3.84,<p style= color:red>+</p>,0.04,3.83,450,3.84,364,0.00
020032,元大綠能N,"62,000",27,"322,010",5.15,5.20,5.15,5.20,<p style= color:red>+</p>,0.05,5.20,499,5.21,502,0.00
020034,元大IC設計N,"259,000",42,"1,189,570",4.59,4.61,4.57,4.61,<p style= color:red>+</p>,0.07,4.60,499,4.61,501,0.00
1101,台泥,"15,215,064","8,229","557,059,198",36.45,36.75,36.30,36.75,<p style= color:red>+</p>,0.50,36.70,222,36.75,453,30.62
1101B,台泥乙特,"14,116",10,"676,743",47.90,48.25,47.90,48.25,<p style= color:red>+</p>,0.35,47.95,9,48.25,1,0.00
1102,亞泥,"3,226,020","1,339","137,306,157",42.25,42.70,42.25,42.65,<p style= color:red>+</p>,0.50,42.60,30,42.65,14,9.83
1103,嘉泥,"149,656",159,"2,719,299",18.05,18.25,18.05,18.25,<p style= color:red>+</p>,0.10,18.20,6,18.25,17,0.00
1104,環泥,"638,411",428,"15,120,176",23.70,23.75,23.60,23.65,<p style= color:red>+</p>,0.05,23.65,10,23.70,64,8.60
1108,幸福,"1,536,707",438,"17,376,784",11.15,11.45,11.10,11.35,<p style= color:red>+</p>,0.30,11.30,173,11.35,11,11.58
1109,信大,"82,706",96,"1,367,746",16.45,16.60,16.45,16.50,<p style= color:green>-</p>,0.05,16.50,8,16.55,2,9.48
1110,東泥,"46,230",29,"833,312",17.90,18.10,17.90,18.10,<p style= color:red>+</p>,0.10,18.00,1,18.10,8,164.55
